Project ID,Title,Link,Budget,Description,Beneficiary Category,Indicator,Baseline,Target,Notes,Donors,Gender (% female),VF or Non-VF,Tag,SEH Taxonomy,RISE Taxonomy,Flagship,Technology,Output ID,Country Code,Category,Country Name,m49,continent-region,sub-region,sids-region,un-member,undp-sids,un-region,Region,Economy,LDC,SIDS,LLDC,HDI,Direct Conversion Factor,Direct Beneficiaries,Output Category,Beneficiary Category Pre
6159,POIDIER,https://co.pims.undp.org/project/view?id=6159,5379452,Develop and implement bilateral agreements with EPU on well-coordinated low carbon technology programs/projects for power and non-power applications with a target of 4 government departments and/or companies.,Other,Number of government departments and/or companies that develop and implement bilateral agreements with EPU on well coordinated low carbon technology programs/projects for power and non-power applications,0,4,,,,VF,,Close the gap on energy access,Energy Efficiency,,,6159.0-5,KIR,,Kiribati,296,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,0,0,Other,nan
6159,POIDIER,https://co.pims.undp.org/project/view?id=6159,5379452,"Officially adopt and begin to implement whole island RE and EE plans in Kiribati's outer islands, with a target of 20 islands.",Other,Number of outer islands that officailly adopt and begin to implement whole island RE and EE plans,0,20,,,,VF,,Close the gap on energy access,Energy Efficiency,,,6159.0-6,KIR,,Kiribati,296,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,0,0,Other,nan
6159,POIDIER,https://co.pims.undp.org/project/view?id=6159,5379452,Adopt one financing scheme/mechanism by financial institutions to support climate resilient and low-carbon development initiatives in the country.,Transition Missing,Number of financing achemes/mechanisms adopted by financial institutions for supportingclimate resielient and low-carbon development initiatives in the country,0,1,,,,VF,,Close the gap on energy access,Renewable Energy,,,6159.0-7,KIR,,Kiribati,296,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,0,0,Energy Transition,Policy or Regulatory Framework
6159,POIDIER,https://co.pims.undp.org/project/view?id=6159,5379452,"Facilitate the development of outer island businesses by providing grants for productive use equipment through a renewable energy and energy efficiency financing mechanism, with a target of 60 businesses benefiting.",Other,Number of outer island businesses that receive grants made from RE/EE specific financing mechanism for productive use equipment,0,60,,,0.5,VF,,Close the gap on energy access,,,,6159.0-8,KIR,,Kiribati,296,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,0,0,Other,Small Enterprises
6159,POIDIER,https://co.pims.undp.org/project/view?id=6159,5379452,"Increase the number of concessionaire-operated OI RE mini-grids successfully collecting revenues from all users to 15, facilitating the achievement of renewable energy and energy efficiency targets in Kiribati.",Other,Number of concessionaire-operated OI RE mini-grids successfully collecting revenues from all users (for at least 85% of the power used),0,15,,,,VF,,Close the gap on energy access,,,,6159.0-9,KIR,,Kiribati,296,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,0,0,Other,Small Enterprises
6159,POIDIER,https://co.pims.undp.org/project/view?id=6159,5379452,"Provide cook stoves to 11,000 households in Kiribati.",Clean Cooking,Number of households that receive cook stoves,0,11000,pg. 143,,,VF,,Close the gap on energy access,,,,6159.0-10,KIR,,Kiribati,296,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,1,11000,Energy Access,Clean Cooking
6159,POIDIER,https://co.pims.undp.org/project/view?id=6159,5379452,"Add 0.4 MW of solar energy to increase clean electricity access for 7,000 beneficiaries in Kiribati.",Solar,MW,0,0.4,kWh,,,VF,,Close the gap on energy access,,,Solar,6159.0-11,KIR,,Kiribati,296,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,17500,7000,Energy Transition,Energy (MW added)
6159,POIDIER,https://co.pims.undp.org/project/view?id=6159,5379452,"Facilitate the achievement of renewable energy and energy efficiency targets in Kiribati, benefiting 6000 people through the POIDIER project.",Agriculture and Food System,Number of people benefitted from this program,0,6000,pg. 140,,,VF,,Close the gap on energy access,,,,6159.0-12,KIR,,Kiribati,296,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,1,6000,Energy Access,Agriculture and Food System
5997,MPSBEE,https://co.pims.undp.org/project/view?id=5997,1776484,Achieve a cumulative incremental GHG emission reduction of 3974 tons CO2e from the buildings sector in Fiji.,Other,"Cumulative incremental GHG emission reduction from the buildings sector, tons CO2e",0,3974,,,,VF,,Accelerating just energy transition,,,,5997.0-1,FSM,,Federated States of Micronesia,583,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,,,,,,,0,0,GHG Emissions Reduction,GHG Emissions Reduction
5997,MPSBEE,https://co.pims.undp.org/project/view?id=5997,1776484,"Add 0.05 MW of solar energy to the power grid, benefiting 875 direct beneficiaries and contributing to the country's clean energy transition.",Solar,MW,0,0.05,,,,VF,,Accelerating just energy transition,,,Solar,5997.0-2,FSM,,Federated States of Micronesia,583,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,,,,,,,17500,875,Energy Transition,Energy (MW added)
5997,MPSBEE,https://co.pims.undp.org/project/view?id=5997,1776484,Provide access to 2500 direct beneficiaries.,Other,Number of direct beneficiaries,0,2500,pg. 76,,0.52,VF,,Accelerating just energy transition,,,,5997.0-3,FSM,,Federated States of Micronesia,583,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,,,,,,,0,0,Other,nan
5997,MPSBEE,https://co.pims.undp.org/project/view?id=5997,1776484,"Approve and follow 3 energy conservation and energy efficiency policies, along with associated guidance and implementing rules and regulations, in the Federated States of Micronesia.",Transition Missing,"Number of approved and followed EC and EE policies, and associated guidance and implementing rules and regulations",0,3,,,,VF,,Accelerating just energy transition,Energy Efficiency,,,5997.0-4,FSM,,Federated States of Micronesia,583,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,,,,,,,0,0,Energy Transition,Policy or Regulatory Framework
5997,MPSBEE,https://co.pims.undp.org/project/view?id=5997,1776484,"Comply with energy standards in 14 public sector buildings in the Federated States of Micronesia, as stipulated in building EC and EE policies and associated guidance and implementing rules and regulations.",Other,Number of public sector buildings that are compliant to energy standards stipulated in building EC and EE policies and associated guidance and implementing rules and regulations,0,14,,,,VF,,Accelerating just energy transition,,,,5997.0-5,FSM,,Federated States of Micronesia,583,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,,,,,,,0,0,Other,nan
5997,MPSBEE,https://co.pims.undp.org/project/view?id=5997,1776484,"Review 30 buildings under an established energy audit system for comprehensive best commercially available energy-efficient equipment, demonstrations, and replication renovations.",Other,"Number of buildings reviewed under established and operational energy audit system for comprehensive best commercially available EE equipment, EE demos and replication renovations",0,30,,,,VF,,Accelerating just energy transition,,,,5997.0-6,FSM,,Federated States of Micronesia,583,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,,,,,,,0,0,Other,nan
5997,MPSBEE,https://co.pims.undp.org/project/view?id=5997,1776484,Produce 4 state/national level quarterly reports on public sector buildings energy use from state power utilities and consumption reports as per the EMRS.,Other,Number of state/national level quarterly reports on public sector buildings energy use from state power utilities and consumption reports as per the EMRS,0,4,,,,VF,,Accelerating just energy transition,,,,5997.0-7,FSM,,Federated States of Micronesia,583,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,,,,,,,0,0,Other,nan
5997,MPSBEE,https://co.pims.undp.org/project/view?id=5997,1776484,Submit 14 building/sectoral level ISO50001 style annual reports to the FSM Energy Group.,Other,Number of building/Sectoral level ISO50001 style annual reports submitted to the FSM Energy Group,0,14,,,,VF,,Accelerating just energy transition,,,,5997.0-8,FSM,,Federated States of Micronesia,583,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,,,,,,,0,0,Other,nan
5997,MPSBEE,https://co.pims.undp.org/project/view?id=5997,1776484,"Train 10 public sector building personnel in Fiji to effectively manage the design, implementation, and evaluation of energy conservation and energy efficiency projects.",Other,"Number of trained public sector building personnel that can ably manage the design, implement and evaluate building of EC and EE application projects",0,10,,,,VF,,Accelerating just energy transition,,,,5997.0-9,FSM,,Federated States of Micronesia,583,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,,,,,,,0,0,Other,Capacity Building Training
1000416,"VAN: Promoting Green Transformation in the Pacific Region towards Net-zero and Climate-resilient Development, Vanuatu",,4622265,Install Pico Hydro stations in 8 locations and integrate them into the national Grid System.,Other,Number of Pico Hydro stations installed in 8 locations and integrated in the national Grid System,2,10,"Means of Verification: Joint Field Visit (DOE, UNDP, JICA) Report, DOE webpage. Final Report of Feasibility Study",,,Non-VF,,,,,,1000416.0-1,VUT,,Vanuatu,548,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,,,,Medium,0,0,Other,Electricity Access / Energy (MW added)
1000416,"VAN: Promoting Green Transformation in the Pacific Region towards Net-zero and Climate-resilient Development, Vanuatu",,4622265,"Provide access to clean energy for 2366 residents in Vanuatu, disaggregated by gender and youth (15-24), as part of the project promoting green transformation in the Pacific region towards net-zero and climate-resilient development.",Clean Electricity,"Number of residents to have access to clean energy (disaggregated by: male, female and youth (15-24))",1250,3616,"Means of Verification: Joint Field Visit (DOE, UNDP, JICA) Report. Registration Report of Utility Regulatory Authority (URA)",,,Non-VF,,,,,,1000416.0-2,VUT,,Vanuatu,548,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,,,,Medium,1,2366,Energy Access,Electricity Access
1000416,"VAN: Promoting Green Transformation in the Pacific Region towards Net-zero and Climate-resilient Development, Vanuatu",,4622265,Train 12 government officials and staff in Vanuatu on green transformation towards net-zero and climate-resilient development.,Other,Number of government officials and staff trained,2,12,Means of Verification: Report on DOE Capacity building /Interview with capacitated staff,,,Non-VF,,,,,,1000416.0-3,VUT,,Vanuatu,548,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,,,,Medium,0,0,Other,Capacity Building Training
1000416,"VAN: Promoting Green Transformation in the Pacific Region towards Net-zero and Climate-resilient Development, Vanuatu",,4622265,"Create 20 green/sustainable jobs (disaggregated by: male, female, and youth) in Vanuatu's project on promoting green transformation in the Pacific region towards net-zero and climate-resilient development.",Other,"Number of green/sustainable jobs created (disaggregated by: male, female and youth (15-24))",10,20,"Means of Verification: Joint Field Visit (DOE, UNDP, JICA) Report, Market Survey",,,Non-VF,,,,,,1000416.0-4,VUT,,Vanuatu,548,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,,,,Medium,0,0,Other,Financing support
6417,TAILEV,PIMS+,3569725,"Provide access to 6000 direct project beneficiaries using new Shota Rustaveli GUTC e-bus route per day, accelerating the adoption of electric vehicles and reducing greenhouse gas emissions in the transport sector.",Transportation and E-mobility Services,Number of direct project beneficiaries disaggregated by gender (number of passengers using new Shota Rustaveli GUTC e-bus route per day),0,6000,The numbers are from approved project document - not all activities/indicators have direct beneficiaries. ,GEF,,VF,,Accelerating just energy transition,,,,6417.0-1,UZB,,Uzbekistan,860,Asia,Central Asia,,yes,,Asia-Pacific Group,RBEC,Lower middle income,,,LLDC,High,1,6000,Energy Access,Transportation and E-mobility Services
5392,Sustainable Rural Housing in Uzbekistan,PIMS+,6000000,"Provide 7345 users with low-GHG systems, including females, as part of the Sustainable Rural Housing project in Uzbekistan.",Energy Infrastructure Services,"Number of users of low-GHG systems (number, of which female)* ",,7345,The numbers are from approved project document - not all activities/indicators have direct beneficiaries.,GEF,50,VF,,Accelerating just energy transition,,,,5392.0-1,UZB,,Uzbekistan,860,Asia,Central Asia,,yes,,Asia-Pacific Group,RBEC,Lower middle income,,,LLDC,High,1,7345,Energy Access,Energy Infrastructure Services
5392,Sustainable Rural Housing in Uzbekistan,PIMS+,6000000,"Familiarise and educate 120 technical specialists, ministerial officials, and policy makers on the political, economic, and social impacts of the Just Energy Transition in Uzbekistan's sustainable rural housing project.",Other Energy Services,"Number of technical specialists, ministerial officials and policy makers familiarised with and understanding the Just Energy Transition political, economical and social impacts",,120,The numbers are from approved project document - not all activities/indicators have direct beneficiaries.,Joint SDG Fund,,VF,,Accelerating just energy transition,,,,5392.0-2,UZB,,Uzbekistan,860,Asia,Central Asia,,yes,,Asia-Pacific Group,RBEC,Lower middle income,,,LLDC,High,1,120,Energy Access,Other Energy Services
